f,signal,A,B,gamma,gammadot,K,lnBFmax,Popt
S9/tess2019058134432-s0009-0000000001006575-0139-s_lc_GLST.Robj,sig1,-4.99228820113002,8.16752253258378,-4.25347572151204,0.278274367367442,9.57242737258454,217.275359741866,4.19051620966706
S9/tess2019058134432-s0009-0000000001006575-0139-s_lc_GLST.Robj,sig2,0.128463515340154,7.2926630107673,-0.855972648679198,0.0806890314650517,7.2937943940988,123.329210169275,3.00947262602996
S9/tess2019058134432-s0009-0000000001006575-0139-s_lc_GLST.Robj,sig3,-8.22807341145343,0.0227890714399298,0.162277199133461,7.77423472504485e-05,8.228104970529,167.480110046271,5.36667602321078
S9/tess2019058134432-s0009-0000000001007012-0139-s_lc_GLST.Robj,sig1,7.94897683087724,1.12711000105283,-0.361358637054178,0.12735688870911,8.028487380092,636.751107215099,12.8031842932445
S9/tess2019058134432-s0009-0000000001007012-0139-s_lc_GLST.Robj,sig2,2.70892431258467,-5.86719289582454,0.922221840334817,-0.0900893301747996,6.46236979815657,481.39157373132,5.70906605972894
S9/tess2019058134432-s0009-0000000001007012-0139-s_lc_GLST.Robj,sig3,-2.79285607963706,-3.47444110094265,0.021406308898109,-0.00964805535797224,4.45777815121898,241.993466052331,3.88229421405288
S9/tess2019058134432-s0009-0000000001008153-0139-s_lc_GLST.Robj,sig1,5.17965400413014,124.61583286858,-6.80945652911409,0.5045050680243,124.723432510224,6832.17249540791,0.51376861000906
S9/tess2019058134432-s0009-0000000001008153-0139-s_lc_GLST.Robj,sig2,52.7097921179185,7.37262865871543,-0.201603176837055,0.0172280726423413,53.2229070838253,1231.99672385056,0.257069306625897
S9/tess2019058134432-s0009-0000000001008153-0139-s_lc_GLST.Robj,sig3,-34.2652823185938,28.7970996762608,-0.0336098293618787,-0.0068582934195077,44.7591613207557,867.346638677855,0.171209420559522
S9/tess2019058134432-s0009-0000000001008878-0139-s_lc_GLST.Robj,sig1,0.100913584756064,0.334496437655739,-0.0687874433936975,0.00586450372011706,0.349387204105558,-6.21970752062964,2.98765511403407
S9/tess2019058134432-s0009-0000000001008878-0139-s_lc_GLST.Robj,sig2,-0.335738856420967,-0.0553561621591548,0.000850103363937472,-0.000139975170535736,0.340271780199077,-6.44015282824443,0.180087702635121
S9/tess2019058134432-s0009-0000000001008878-0139-s_lc_GLST.Robj,sig3,0.0216147712145351,0.29185116869377,-0.000111735372348202,2.62444786231443e-05,0.292650479245424,-7.72306859006687,0.134429223585421
S9/tess2019058134432-s0009-0000000001009235-0139-s_lc_GLST.Robj,sig1,-4.57495009319543,-3.60735433495235,1.32335779859091,-0.148110571280871,5.82607703803584,1338.29125858196,6.00737288588299
S9/tess2019058134432-s0009-0000000001009235-0139-s_lc_GLST.Robj,sig2,-0.436698926080153,-3.48745538351023,4.09163810312746,-0.329380155295379,3.51469074087807,133.111895026868,28.4008283256218
S9/tess2019058134432-s0009-0000000001009235-0139-s_lc_GLST.Robj,sig3,1.22008467035996,-0.797600613535989,-0.0534241467932721,0.00391274890831806,1.45766022843472,78.1421553505099,3.63621019375051
S9/tess2019058134432-s0009-0000000001009300-0139-s_lc_GLST.Robj,sig1,-1.19990234834209,-0.585665219067149,0.185231732678214,-0.0180481483918839,1.33520387745911,10.3480002914829,3.14376678923913
S9/tess2019058134432-s0009-0000000001009300-0139-s_lc_GLST.Robj,sig2,0.492354110730203,-1.22054995949594,0.0395789721623856,0.000193713125124653,1.31611351105384,9.49471068220089,1.64615782480975
S9/tess2019058134432-s0009-0000000001009300-0139-s_lc_GLST.Robj,sig3,-0.960689775190327,-0.641889949922709,0.034386271521491,-0.00310993013042607,1.15539930412261,4.95104600534296,1.10662243979965
S9/tess2019058134432-s0009-0000000001026530-0139-s_lc_GLST.Robj,sig1,-0.0609583437000902,-0.674835376407571,0.194410959878748,-0.0179601385365184,0.677582987476668,-0.495272850041484,12.1674117112557
S9/tess2019058134432-s0009-0000000001026530-0139-s_lc_GLST.Robj,sig2,0.43164161041259,-0.528388344544283,0.120525330977778,-0.00262723139827041,0.682281996310779,-0.429784678725351,6.36742443772076
S9/tess2019058134432-s0009-0000000001026530-0139-s_lc_GLST.Robj,sig3,-0.268464993989668,-0.42442344081727,0.00222447336311401,0.000148501247357356,0.502203853144361,-4.77637050027669,0.820109207973583
S9/tess2019058134432-s0009-0000000001026587-0139-s_lc_GLST.Robj,sig1,0.174231923961269,-0.667307935189626,-0.307429778699593,0.0250432015274145,0.689678652485552,-4.57123602679291,0.37105134382905
S9/tess2019058134432-s0009-0000000001026587-0139-s_lc_GLST.Robj,sig2,-0.528504217810532,-0.432728938476111,0.00215431896134972,-0.000121285001146439,0.683060057709558,-4.688820447338,0.0882358752251434
S9/tess2019058134432-s0009-0000000001026587-0139-s_lc_GLST.Robj,sig3,-0.262377567505834,-0.623372123717593,0.00497874264849347,-0.000543647955886522,0.676339258477919,-4.79550949829831,0.287382535176212
S9/tess2019058134432-s0009-0000000001530056-0139-s_lc_GLST.Robj,sig1,-20719.5610951046,12197.5897385472,-214.509593535983,-97.5108358802858,24043.3235515326,11191845.3221752,4.05108668564357
S9/tess2019058134432-s0009-0000000001530056-0139-s_lc_GLST.Robj,sig2,-13744.4717617129,-4477.41865160395,269.045203354332,36.1018190723205,14455.3720737397,4028080.14285738,3.27774061829303
S9/tess2019058134432-s0009-0000000001530056-0139-s_lc_GLST.Robj,sig3,-3696.23858282245,13631.0038573881,-974.630719411992,42.2979602613696,14123.2590368255,3950220.50882087,2.57693501379518
S9/tess2019058134432-s0009-0000000001530538-0139-s_lc_GLST.Robj,sig1,0.695006276103888,0.505354207612449,-0.207565579350551,0.0152297928526103,0.859311700709004,6.0343489537347,2.52201451040087
S9/tess2019058134432-s0009-0000000001530538-0139-s_lc_GLST.Robj,sig2,0.630271710153722,-0.245082923669098,0.0332127335148773,-0.00423956830778805,0.67624556789253,-0.645281457397349,3.39755929697563
S9/tess2019058134432-s0009-0000000001530538-0139-s_lc_GLST.Robj,sig3,-0.548192173257767,0.116869945879974,-0.00333988991475819,0.000512102167179534,0.560511590487709,-3.89838019377112,0.582085486459319
S9/tess2019058134432-s0009-0000000001532233-0139-s_lc_GLST.Robj,sig1,-6.28128782710236,7.18435291514465,0.874292539925291,-0.0863484523719185,9.54303429608485,523.916784266716,8.98937026711836
S9/tess2019058134432-s0009-0000000001532233-0139-s_lc_GLST.Robj,sig2,-3.10058410460579,5.07262408778253,-1.17350485254496,0.033748575838741,5.94517761935551,203.625102603132,6.36853102551907
S9/tess2019058134432-s0009-0000000001532233-0139-s_lc_GLST.Robj,sig3,-3.46487260404255,1.58014529094137,-0.127570767988731,0.0193819810667511,3.80817558717147,84.3292586956587,3.42204262091689
S9/tess2019058134432-s0009-0000000001533011-0139-s_lc_GLST.Robj,sig1,-20.6125943534557,-43.9378929495992,1.57000938122889,-0.0889754493008724,48.532643476639,7365.02638073779,5.37964806566789
S9/tess2019058134432-s0009-0000000001533011-0139-s_lc_GLST.Robj,sig2,8.643349955839,23.2236986852639,-1.12342194979851,0.0121708854194543,24.7799854536485,1868.18975375968,10.1201153331822
S9/tess2019058134432-s0009-0000000001533011-0139-s_lc_GLST.Robj,sig3,3.55193233534059,9.87257293737537,-0.49899812536249,0.0285975585580921,10.4920884345603,326.824962417769,3.62438327198417
S9/tess2019058134432-s0009-0000000001541168-0139-s_lc_GLST.Robj,sig1,41.1383803746206,-41.1333700301561,5.60528533491816,-0.445836557243292,58.1749127191843,9549.78726663374,8.75209194211491
S9/tess2019058134432-s0009-0000000001541168-0139-s_lc_GLST.Robj,sig2,-18.8797383974998,-2.49210329700627,2.4910485153375,-0.177745666710178,19.0435054756465,1152.16544629236,5.12503759111875
S9/tess2019058134432-s0009-0000000001541168-0139-s_lc_GLST.Robj,sig3,7.71241086936582,-16.6550383291492,1.74738442873217,-0.139882909711421,18.3540617620008,1034.41281480392,2.67666212847381
S9/tess2019058134432-s0009-0000000001542633-0139-s_lc_GLST.Robj,sig1,0.541417393306218,-1.02001673961071,0.555423187443399,-0.0334000216218845,1.1548016898414,27.2663330140168,6.61142359760711
S9/tess2019058134432-s0009-0000000001542633-0139-s_lc_GLST.Robj,sig2,0.416413089694953,-0.808273197347651,0.0212628471453642,-0.00274771989793668,0.909233425925319,15.8720198408309,1.40311656321099
S9/tess2019058134432-s0009-0000000001542633-0139-s_lc_GLST.Robj,sig3,0.307107542688456,-0.816618092847302,0.0487712494370336,-0.00397362893589164,0.872456389936887,13.582384243493,2.73660064641339
S9/tess2019058134432-s0009-0000000001748832-0139-s_lc_GLST.Robj,sig1,-7.00160352123708,15.6323039972284,-1.12355508366353,0.057999153284447,17.1286712891095,5301.70358812705,8.96352792028028
S9/tess2019058134432-s0009-0000000001748832-0139-s_lc_GLST.Robj,sig2,3.59338190758404,-8.7709790519889,0.193231198432223,-0.0167807577400268,9.4785266293966,1737.60696842728,5.1373996829324
S9/tess2019058134432-s0009-0000000001748832-0139-s_lc_GLST.Robj,sig3,-4.66118888203741,-2.00214657213618,0.209470556672049,0.00784310972830272,5.07299445006062,518.420731566022,3.35650039950097
S9/tess2019058134432-s0009-0000000002968093-0139-s_lc_GLST.Robj,sig1,-7.6804955126318,1.69484300639789,-1.75484515204854,0.109666219836806,7.86527203190666,476.437182530805,6.0781281539291
S9/tess2019058134432-s0009-0000000002968093-0139-s_lc_GLST.Robj,sig2,-2.261124371249,3.2819104148006,-0.705112232063092,-0.0214411100485606,3.98542587348364,99.0534538340651,16.4909908740339
S9/tess2019058134432-s0009-0000000002968093-0139-s_lc_GLST.Robj,sig3,2.55254617543139,1.0839366697523,0.0336921508903838,-0.0136168526592516,2.77315897159595,51.4202142444985,10.2297240476543
S9/tess2019058134432-s0009-0000000003127674-0139-s_lc_GLST.Robj,sig1,-0.62048666111828,14.9287757089433,-0.756856544692003,0.0434517453611656,14.9416648290798,5473.40132335374,0.554624829732143
S9/tess2019058134432-s0009-0000000003127674-0139-s_lc_GLST.Robj,sig2,2.31309058267613,-2.7430807786912,0.271572230950735,-0.026121222039453,3.58815833013123,295.532558328191,2.96565584562671
S9/tess2019058134432-s0009-0000000003127674-0139-s_lc_GLST.Robj,sig3,-0.492691292303157,-3.47573693272118,0.0328383185133315,-0.00491650453259761,3.51048314837052,294.790679660402,3.85250064396352
S9/tess2019058134432-s0009-0000000003296473-0139-s_lc_GLST.Robj,sig1,-187.800575468005,-25.2434049924,-17.9801094818251,1.73770309723654,189.489539663075,3512.18940317894,1.5421542500472
S9/tess2019058134432-s0009-0000000003296473-0139-s_lc_GLST.Robj,sig2,-155.761097445726,-10.1570335183764,-0.468941793148972,0.0149220582849698,156.091911409241,2381.08438430877,0.59984591329915
S9/tess2019058134432-s0009-0000000003296473-0139-s_lc_GLST.Robj,sig3,-157.355755352869,-16.6422555958113,-1.77046365770818,0.4396371991173,158.23336694259,2397.07556657291,2.5862038281333
S9/tess2019058134432-s0009-0000000003298844-0139-s_lc_GLST.Robj,sig1,-44.8746053551193,635.640837175104,-32.7238640334876,1.91079184664487,637.222884154708,33200.4063143948,2.1227712984298
S9/tess2019058134432-s0009-0000000003298844-0139-s_lc_GLST.Robj,sig2,-43.0041318677575,-573.043762037284,10.9765373330796,-0.256234026323441,574.655121414178,27033.7154987636,0.715663155370275
S9/tess2019058134432-s0009-0000000003298844-0139-s_lc_GLST.Robj,sig3,-470.193301089448,204.728572694237,-1.97494166537906,0.493533285478132,512.830896950263,21440.396924426,0.680165489043616
S9/tess2019058134432-s0009-0000000003523858-0139-s_lc_GLST.Robj,sig1,-0.370946173838611,-1.66807122575074,0.518352417485159,-0.0335450910050167,1.70881908874611,63.1059255848623,6.50722143039643
S9/tess2019058134432-s0009-0000000003523858-0139-s_lc_GLST.Robj,sig2,0.748691161232026,-0.868576932770337,0.249468512275551,0.00626706473425881,1.14671894684255,10.7949233957872,14.3362303123214
S9/tess2019058134432-s0009-0000000003523858-0139-s_lc_GLST.Robj,sig3,0.638365258585726,-0.0163038741912851,0.0499051804562933,-0.00198807591909685,0.638573425443673,-0.862759432028902,3.9790152652848
S9/tess2019058134432-s0009-0000000003585136-0139-s_lc_GLST.Robj,sig1,2566.73305112538,-521.460456620602,836.950386220741,-67.0657947300958,2619.16772344926,5434252.22464456,7.01681449324524
S9/tess2019058134432-s0009-0000000003585136-0139-s_lc_GLST.Robj,sig2,-399.261376128557,267.794959230257,20.8961171748483,-1.3957445868236,480.753353245928,180240.882627538,3.6113950114049
S9/tess2019058134432-s0009-0000000003585136-0139-s_lc_GLST.Robj,sig3,321.65494781054,198.777184855459,-1.04073609609462,1.94748292176969,378.119392084118,108796.140308496,5.88485479622554
S9/tess2019058134432-s0009-0000000003777316-0139-s_lc_GLST.Robj,sig1,2.22780645399221,-1.10117074142363,-0.143314012083046,0.00383028625214794,2.48509528956473,164.767341074751,7.40506744971966
S9/tess2019058134432-s0009-0000000003777316-0139-s_lc_GLST.Robj,sig2,-0.754940594788191,-2.29271443926589,0.288380314033205,-0.0337576408264876,2.41380918916087,151.871864463817,5.84274829871964
S9/tess2019058134432-s0009-0000000003777316-0139-s_lc_GLST.Robj,sig3,-0.0392062347769843,2.21866842133889,-0.816713909778545,0.0113108963285797,2.21901480226964,88.3147434619366,15.18389117672
S9/tess2019058134432-s0009-0000000003784444-0139-s_lc_GLST.Robj,sig1,0.44287944272045,0.0100990535034108,-0.057889270649923,0.0040857068703391,0.44299457295326,2.59767320443625,0.362524576663131
S9/tess2019058134432-s0009-0000000003784444-0139-s_lc_GLST.Robj,sig2,0.162035248241603,0.386614452396364,0.000383463822812339,-7.83022772596476e-06,0.419197037769183,1.12031692895419,0.120656072638736
S9/tess2019058134432-s0009-0000000003784444-0139-s_lc_GLST.Robj,sig3,-0.214995710735746,-0.302840043643413,0.00283337899682914,-0.000190919141101737,0.371396348485971,-1.55161496395812,0.180946381574637
S9/tess2019058134432-s0009-0000000004347361-0139-s_lc_GLST.Robj,sig1,0.301485830098024,-0.159133132515999,0.0114302652238817,-0.000901671881212101,0.340906232876797,-4.61243416479289,7.16962304993748
S9/tess2019058134432-s0009-0000000004347361-0139-s_lc_GLST.Robj,sig2,-0.224291882211639,0.159427579074299,0.0031918186416454,-0.000350905462048064,0.275179943665108,-6.95720921733739,1.35801365209453
S9/tess2019058134432-s0009-0000000004347361-0139-s_lc_GLST.Robj,sig3,0.0595667581394253,0.263927859553986,-0.00811737717761985,0.000201863070717776,0.270566283420513,-7.14336283864515,2.78874299864654
