f,signal,A,B,gamma,gammadot,K,lnBFmax,Popt,ID,angDist,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,main_type,other_types,radvel,redshift,sp_type,morph_type,plx,pmra,pmdec,size_maj,size_min,size_angle,B.1,V,R,J,H,K.1,u,g,r,i,z,RA,DEC
S9/tess2019058134432-s0009-0000000001006575-0139-s_lc_GLST.Robj,sig1,-4.99228820113002,8.16752253258378,-4.25347572151204,0.278274367367442,9.57242737258454,217.275359741866,4.19051620966706,TIC1006575,0.119568,HD  95741,165.7428413242,-3.3813862778,0,0,90,12,11 02 58.28192,-03 22 52.9906,PM*,PM*|** |*  |IR,17.76,NA,K1III/IV+A/F,NA,21.8457,133.83,-164.81,NA,NA,NA,9.76,8.89,NA,7.422,7.06,6.929,NA,NA,NA,NA,NA,165.742823,-3.381414
S9/tess2019058134432-s0009-0000000001006575-0139-s_lc_GLST.Robj,sig2,0.128463515340154,7.2926630107673,-0.855972648679198,0.0806890314650517,7.2937943940988,123.329210169275,3.00947262602996,TIC1006575,0.119568,HD  95741,165.7428413242,-3.3813862778,0,0,90,12,11 02 58.28192,-03 22 52.9906,PM*,PM*|** |*  |IR,17.76,NA,K1III/IV+A/F,NA,21.8457,133.83,-164.81,NA,NA,NA,9.76,8.89,NA,7.422,7.06,6.929,NA,NA,NA,NA,NA,165.742823,-3.381414
S9/tess2019058134432-s0009-0000000001006575-0139-s_lc_GLST.Robj,sig3,-8.22807341145343,0.0227890714399298,0.162277199133461,7.77423472504485e-05,8.228104970529,167.480110046271,5.36667602321078,TIC1006575,0.119568,HD  95741,165.7428413242,-3.3813862778,0,0,90,12,11 02 58.28192,-03 22 52.9906,PM*,PM*|** |*  |IR,17.76,NA,K1III/IV+A/F,NA,21.8457,133.83,-164.81,NA,NA,NA,9.76,8.89,NA,7.422,7.06,6.929,NA,NA,NA,NA,NA,165.742823,-3.381414
S9/tess2019058134432-s0009-0000000001007012-0139-s_lc_GLST.Robj,sig1,7.94897683087724,1.12711000105283,-0.361358637054178,0.12735688870911,8.028487380092,636.751107215099,12.8031842932445,TIC1007012,0.184866,BD-04  3000,165.7344347493,-5.4565066554,0,0,90,2,11 02 56.26434,-05 27 23.4240,Star,*  |IR,-1.425,NA,,NA,11.071,10.03,9.38,NA,NA,NA,11.45,10.8,NA,9.307,8.884,8.778,NA,NA,NA,NA,NA,165.73448,-5.456482
S9/tess2019058134432-s0009-0000000001007012-0139-s_lc_GLST.Robj,sig2,2.70892431258467,-5.86719289582454,0.922221840334817,-0.0900893301747996,6.46236979815657,481.39157373132,5.70906605972894,TIC1007012,0.184866,BD-04  3000,165.7344347493,-5.4565066554,0,0,90,2,11 02 56.26434,-05 27 23.4240,Star,*  |IR,-1.425,NA,,NA,11.071,10.03,9.38,NA,NA,NA,11.45,10.8,NA,9.307,8.884,8.778,NA,NA,NA,NA,NA,165.73448,-5.456482
S9/tess2019058134432-s0009-0000000001007012-0139-s_lc_GLST.Robj,sig3,-2.79285607963706,-3.47444110094265,0.021406308898109,-0.00964805535797224,4.45777815121898,241.993466052331,3.88229421405288,TIC1007012,0.184866,BD-04  3000,165.7344347493,-5.4565066554,0,0,90,2,11 02 56.26434,-05 27 23.4240,Star,*  |IR,-1.425,NA,,NA,11.071,10.03,9.38,NA,NA,NA,11.45,10.8,NA,9.307,8.884,8.778,NA,NA,NA,NA,NA,165.73448,-5.456482
S9/tess2019058134432-s0009-0000000001008153-0139-s_lc_GLST.Robj,sig1,5.17965400413014,124.61583286858,-6.80945652911409,0.5045050680243,124.723432510224,6832.17249540791,0.51376861000906,TIC1008153,0.413727,HD  95771,165.8105839583,-0.7523408816,0,0,90,26,11 03 14.54015,-00 45 08.4272,PM*,UV |*  |IR |PM*,4.5,NA,A8/9IV,NA,18.8062,-20.1,-111.98,NA,NA,NA,6.371,6.117,11.4,5.632,5.485,5.445,NA,NA,NA,NA,NA,165.810654,-0.752432
S9/tess2019058134432-s0009-0000000001008153-0139-s_lc_GLST.Robj,sig2,52.7097921179185,7.37262865871543,-0.201603176837055,0.0172280726423413,53.2229070838253,1231.99672385056,0.257069306625897,TIC1008153,0.413727,HD  95771,165.8105839583,-0.7523408816,0,0,90,26,11 03 14.54015,-00 45 08.4272,PM*,UV |*  |IR |PM*,4.5,NA,A8/9IV,NA,18.8062,-20.1,-111.98,NA,NA,NA,6.371,6.117,11.4,5.632,5.485,5.445,NA,NA,NA,NA,NA,165.810654,-0.752432
S9/tess2019058134432-s0009-0000000001008153-0139-s_lc_GLST.Robj,sig3,-34.2652823185938,28.7970996762608,-0.0336098293618787,-0.0068582934195077,44.7591613207557,867.346638677855,0.171209420559522,TIC1008153,0.413727,HD  95771,165.8105839583,-0.7523408816,0,0,90,26,11 03 14.54015,-00 45 08.4272,PM*,UV |*  |IR |PM*,4.5,NA,A8/9IV,NA,18.8062,-20.1,-111.98,NA,NA,NA,6.371,6.117,11.4,5.632,5.485,5.445,NA,NA,NA,NA,NA,165.810654,-0.752432
S9/tess2019058134432-s0009-0000000001009235-0139-s_lc_GLST.Robj,sig1,-4.57495009319543,-3.60735433495235,1.32335779859091,-0.148110571280871,5.82607703803584,1338.29125858196,6.00737288588299,TIC1009235,0.173761,G 163-43,165.913966375,-4.7091652626,0,0,90,5,11 03 39.35193,-04 42 32.9949,PM*,PM*|X  |*  |IR |PM*|PM*,NA,NA,,NA,15.4365,-299.96,34.04,NA,NA,NA,16.3,15.69,NA,11.249,10.687,10.438,NA,NA,NA,NA,NA,165.914,-4.7092
S9/tess2019058134432-s0009-0000000001009235-0139-s_lc_GLST.Robj,sig2,-0.436698926080153,-3.48745538351023,4.09163810312746,-0.329380155295379,3.51469074087807,133.111895026868,28.4008283256218,TIC1009235,0.173761,G 163-43,165.913966375,-4.7091652626,0,0,90,5,11 03 39.35193,-04 42 32.9949,PM*,PM*|X  |*  |IR |PM*|PM*,NA,NA,,NA,15.4365,-299.96,34.04,NA,NA,NA,16.3,15.69,NA,11.249,10.687,10.438,NA,NA,NA,NA,NA,165.914,-4.7092
S9/tess2019058134432-s0009-0000000001009235-0139-s_lc_GLST.Robj,sig3,1.22008467035996,-0.797600613535989,-0.0534241467932721,0.00391274890831806,1.45766022843472,78.1421553505099,3.63621019375051,TIC1009235,0.173761,G 163-43,165.913966375,-4.7091652626,0,0,90,5,11 03 39.35193,-04 42 32.9949,PM*,PM*|X  |*  |IR |PM*|PM*,NA,NA,,NA,15.4365,-299.96,34.04,NA,NA,NA,16.3,15.69,NA,11.249,10.687,10.438,NA,NA,NA,NA,NA,165.914,-4.7092
S9/tess2019058134432-s0009-0000000001009300-0139-s_lc_GLST.Robj,sig1,-1.19990234834209,-0.585665219067149,0.185231732678214,-0.0180481483918839,1.33520387745911,10.3480002914829,3.14376678923913,TIC1009300,0.130607,G 163-44,165.9650617911,-5.0986710489,0,0,90,7,11 03 51.61483,-05 05 55.2158,PM*,PM*|PM*|*  |PM*|IR,33.73,NA,,NA,23.2758,-300.23,-90.99,NA,NA,NA,12.825,11.533,NA,8.903,8.309,8.083,NA,12.192,10.976,10.381,NA,165.96509,-5.098694
S9/tess2019058134432-s0009-0000000001009300-0139-s_lc_GLST.Robj,sig2,0.492354110730203,-1.22054995949594,0.0395789721623856,0.000193713125124653,1.31611351105384,9.49471068220089,1.64615782480975,TIC1009300,0.130607,G 163-44,165.9650617911,-5.0986710489,0,0,90,7,11 03 51.61483,-05 05 55.2158,PM*,PM*|PM*|*  |PM*|IR,33.73,NA,,NA,23.2758,-300.23,-90.99,NA,NA,NA,12.825,11.533,NA,8.903,8.309,8.083,NA,12.192,10.976,10.381,NA,165.96509,-5.098694
S9/tess2019058134432-s0009-0000000001009300-0139-s_lc_GLST.Robj,sig3,-0.960689775190327,-0.641889949922709,0.034386271521491,-0.00310993013042607,1.15539930412261,4.95104600534296,1.10662243979965,TIC1009300,0.130607,G 163-44,165.9650617911,-5.0986710489,0,0,90,7,11 03 51.61483,-05 05 55.2158,PM*,PM*|PM*|*  |PM*|IR,33.73,NA,,NA,23.2758,-300.23,-90.99,NA,NA,NA,12.825,11.533,NA,8.903,8.309,8.083,NA,12.192,10.976,10.381,NA,165.96509,-5.098694
S9/tess2019058134432-s0009-0000000001530056-0139-s_lc_GLST.Robj,sig1,-20719.5610951046,12197.5897385472,-214.509593535983,-97.5108358802858,24043.3235515326,11191845.3221752,4.05108668564357,TIC1530056,0.10227,* mu. Hya,156.5226095752,-16.8362896809,0.001,0.001,90,113,10 26 05.42630,-16 50 10.6429,PM*,V* |UV |IR |*  |PM*,40.81,NA,K4III,NA,13.93,-129.17,-79.76,NA,NA,NA,5.29,3.81,2.7,1.3,0.53,0.37,NA,NA,NA,NA,NA,156.522581,-16.836282
S9/tess2019058134432-s0009-0000000001530056-0139-s_lc_GLST.Robj,sig2,-13744.4717617129,-4477.41865160395,269.045203354332,36.1018190723205,14455.3720737397,4028080.14285738,3.27774061829303,TIC1530056,0.10227,* mu. Hya,156.5226095752,-16.8362896809,0.001,0.001,90,113,10 26 05.42630,-16 50 10.6429,PM*,V* |UV |IR |*  |PM*,40.81,NA,K4III,NA,13.93,-129.17,-79.76,NA,NA,NA,5.29,3.81,2.7,1.3,0.53,0.37,NA,NA,NA,NA,NA,156.522581,-16.836282
S9/tess2019058134432-s0009-0000000001530056-0139-s_lc_GLST.Robj,sig3,-3696.23858282245,13631.0038573881,-974.630719411992,42.2979602613696,14123.2590368255,3950220.50882087,2.57693501379518,TIC1530056,0.10227,* mu. Hya,156.5226095752,-16.8362896809,0.001,0.001,90,113,10 26 05.42630,-16 50 10.6429,PM*,V* |UV |IR |*  |PM*,40.81,NA,K4III,NA,13.93,-129.17,-79.76,NA,NA,NA,5.29,3.81,2.7,1.3,0.53,0.37,NA,NA,NA,NA,NA,156.522581,-16.836282
S9/tess2019058134432-s0009-0000000001530538-0139-s_lc_GLST.Robj,sig1,0.695006276103888,0.505354207612449,-0.207565579350551,0.0152297928526103,0.859311700709004,6.0343489537347,2.52201451040087,TIC1530538,0.058046,UCAC2  26221146,156.5695973768,-15.3823159241,0,0,90,2,10 26 16.70337,-15 22 56.3373,PM*,*  |IR |PM*|PM*,2.54,NA,,NA,25.0301,-87.38,80.86,NA,NA,NA,14.11,12.61,12.29,9.45,8.9,8.597,NA,13.44,12,11.11,NA,156.5696,-15.3823
S9/tess2019058134432-s0009-0000000001530538-0139-s_lc_GLST.Robj,sig2,0.630271710153722,-0.245082923669098,0.0332127335148773,-0.00423956830778805,0.67624556789253,-0.645281457397349,3.39755929697563,TIC1530538,0.058046,UCAC2  26221146,156.5695973768,-15.3823159241,0,0,90,2,10 26 16.70337,-15 22 56.3373,PM*,*  |IR |PM*|PM*,2.54,NA,,NA,25.0301,-87.38,80.86,NA,NA,NA,14.11,12.61,12.29,9.45,8.9,8.597,NA,13.44,12,11.11,NA,156.5696,-15.3823
S9/tess2019058134432-s0009-0000000001530538-0139-s_lc_GLST.Robj,sig3,-0.548192173257767,0.116869945879974,-0.00333988991475819,0.000512102167179534,0.560511590487709,-3.89838019377112,0.582085486459319,TIC1530538,0.058046,UCAC2  26221146,156.5695973768,-15.3823159241,0,0,90,2,10 26 16.70337,-15 22 56.3373,PM*,*  |IR |PM*|PM*,2.54,NA,,NA,25.0301,-87.38,80.86,NA,NA,NA,14.11,12.61,12.29,9.45,8.9,8.597,NA,13.44,12,11.11,NA,156.5696,-15.3823
S9/tess2019058134432-s0009-0000000001532233-0139-s_lc_GLST.Robj,sig1,-6.28128782710236,7.18435291514465,0.874292539925291,-0.0863484523719185,9.54303429608485,523.916784266716,8.98937026711836,TIC1532233,0.052226,BD-13  3119,156.7177048763,-14.1274734703,0,0,90,3,10 26 52.24917,-14 07 38.9045,Star,*  |IR,12.13,NA,K2,NA,17.5445,-43.44,-1.4,NA,NA,NA,10.83,9.87,9.3,8.305,7.859,7.756,NA,NA,NA,NA,NA,156.71769,-14.127475
S9/tess2019058134432-s0009-0000000001532233-0139-s_lc_GLST.Robj,sig2,-3.10058410460579,5.07262408778253,-1.17350485254496,0.033748575838741,5.94517761935551,203.625102603132,6.36853102551907,TIC1532233,0.052226,BD-13  3119,156.7177048763,-14.1274734703,0,0,90,3,10 26 52.24917,-14 07 38.9045,Star,*  |IR,12.13,NA,K2,NA,17.5445,-43.44,-1.4,NA,NA,NA,10.83,9.87,9.3,8.305,7.859,7.756,NA,NA,NA,NA,NA,156.71769,-14.127475
S9/tess2019058134432-s0009-0000000001532233-0139-s_lc_GLST.Robj,sig3,-3.46487260404255,1.58014529094137,-0.127570767988731,0.0193819810667511,3.80817558717147,84.3292586956587,3.42204262091689,TIC1532233,0.052226,BD-13  3119,156.7177048763,-14.1274734703,0,0,90,3,10 26 52.24917,-14 07 38.9045,Star,*  |IR,12.13,NA,K2,NA,17.5445,-43.44,-1.4,NA,NA,NA,10.83,9.87,9.3,8.305,7.859,7.756,NA,NA,NA,NA,NA,156.71769,-14.127475
S9/tess2019058134432-s0009-0000000001533011-0139-s_lc_GLST.Robj,sig1,-20.6125943534557,-43.9378929495992,1.57000938122889,-0.0889754493008724,48.532643476639,7365.02638073779,5.37964806566789,TIC1533011,0.044904,HD  90514,156.670345005,-16.3688143544,0,0,90,17,10 26 40.88280,-16 22 07.7317,PM*,*  |IR |PM*,21,NA,G2V,NA,13.5928,-97.85,103.33,NA,NA,NA,9.23,8.64,NA,7.488,7.201,7.125,NA,NA,NA,NA,NA,156.670358,-16.368814
S9/tess2019058134432-s0009-0000000001533011-0139-s_lc_GLST.Robj,sig2,8.643349955839,23.2236986852639,-1.12342194979851,0.0121708854194543,24.7799854536485,1868.18975375968,10.1201153331822,TIC1533011,0.044904,HD  90514,156.670345005,-16.3688143544,0,0,90,17,10 26 40.88280,-16 22 07.7317,PM*,*  |IR |PM*,21,NA,G2V,NA,13.5928,-97.85,103.33,NA,NA,NA,9.23,8.64,NA,7.488,7.201,7.125,NA,NA,NA,NA,NA,156.670358,-16.368814
S9/tess2019058134432-s0009-0000000001533011-0139-s_lc_GLST.Robj,sig3,3.55193233534059,9.87257293737537,-0.49899812536249,0.0285975585580921,10.4920884345603,326.824962417769,3.62438327198417,TIC1533011,0.044904,HD  90514,156.670345005,-16.3688143544,0,0,90,17,10 26 40.88280,-16 22 07.7317,PM*,*  |IR |PM*,21,NA,G2V,NA,13.5928,-97.85,103.33,NA,NA,NA,9.23,8.64,NA,7.488,7.201,7.125,NA,NA,NA,NA,NA,156.670358,-16.368814
S9/tess2019058134432-s0009-0000000001541168-0139-s_lc_GLST.Robj,sig1,41.1383803746206,-41.1333700301561,5.60528533491816,-0.445836557243292,58.1749127191843,9549.78726663374,8.75209194211491,TIC1541168,0.39294,HD  98298,169.56987726,-13.3914738643,0.001,0.001,90,3,11 18 16.77054,-13 23 29.3059,PM*,** |*  |IR |PM*,NA,NA,G3V,NA,27.0377,32.96,-84.05,NA,NA,NA,9.8,9.2,NA,7.915,7.598,7.523,NA,NA,NA,NA,NA,169.569862,-13.391582
S9/tess2019058134432-s0009-0000000001541168-0139-s_lc_GLST.Robj,sig2,-18.8797383974998,-2.49210329700627,2.4910485153375,-0.177745666710178,19.0435054756465,1152.16544629236,5.12503759111875,TIC1541168,0.39294,HD  98298,169.56987726,-13.3914738643,0.001,0.001,90,3,11 18 16.77054,-13 23 29.3059,PM*,** |*  |IR |PM*,NA,NA,G3V,NA,27.0377,32.96,-84.05,NA,NA,NA,9.8,9.2,NA,7.915,7.598,7.523,NA,NA,NA,NA,NA,169.569862,-13.391582
S9/tess2019058134432-s0009-0000000001541168-0139-s_lc_GLST.Robj,sig3,7.71241086936582,-16.6550383291492,1.74738442873217,-0.139882909711421,18.3540617620008,1034.41281480392,2.67666212847381,TIC1541168,0.39294,HD  98298,169.56987726,-13.3914738643,0.001,0.001,90,3,11 18 16.77054,-13 23 29.3059,PM*,** |*  |IR |PM*,NA,NA,G3V,NA,27.0377,32.96,-84.05,NA,NA,NA,9.8,9.2,NA,7.915,7.598,7.523,NA,NA,NA,NA,NA,169.569862,-13.391582
S9/tess2019058134432-s0009-0000000001542633-0139-s_lc_GLST.Robj,sig1,0.541417393306218,-1.02001673961071,0.555423187443399,-0.0334000216218845,1.1548016898414,27.2663330140168,6.61142359760711,TIC1542633,0.257005,LP  792-52,169.7126826224,-17.8854694484,0,0,90,1,11 18 51.04383,-17 53 07.6900,PM*,*  |IR |PM*,NA,NA,,NA,19.1482,-185.36,105.75,NA,NA,NA,NA,13.64,NA,10.229,9.622,9.368,NA,NA,NA,NA,NA,169.7127,-17.8854
S9/tess2019058134432-s0009-0000000001542633-0139-s_lc_GLST.Robj,sig2,0.416413089694953,-0.808273197347651,0.0212628471453642,-0.00274771989793668,0.909233425925319,15.8720198408309,1.40311656321099,TIC1542633,0.257005,LP  792-52,169.7126826224,-17.8854694484,0,0,90,1,11 18 51.04383,-17 53 07.6900,PM*,*  |IR |PM*,NA,NA,,NA,19.1482,-185.36,105.75,NA,NA,NA,NA,13.64,NA,10.229,9.622,9.368,NA,NA,NA,NA,NA,169.7127,-17.8854
S9/tess2019058134432-s0009-0000000001542633-0139-s_lc_GLST.Robj,sig3,0.307107542688456,-0.816618092847302,0.0487712494370336,-0.00397362893589164,0.872456389936887,13.582384243493,2.73660064641339,TIC1542633,0.257005,LP  792-52,169.7126826224,-17.8854694484,0,0,90,1,11 18 51.04383,-17 53 07.6900,PM*,*  |IR |PM*,NA,NA,,NA,19.1482,-185.36,105.75,NA,NA,NA,NA,13.64,NA,10.229,9.622,9.368,NA,NA,NA,NA,NA,169.7127,-17.8854
S9/tess2019058134432-s0009-0000000001748832-0139-s_lc_GLST.Robj,sig1,-7.00160352123708,15.6323039972284,-1.12355508366353,0.057999153284447,17.1286712891095,5301.70358812705,8.96352792028028,TIC1748832,0.070512,TYC 4911-1208-1,156.3629975896,-5.4286927987,0,0,90,2,10 25 27.11942,-05 25 43.2941,PM*,*  |*  |IR |PM*,21.82,NA,,NA,11.5587,-61.05,12.41,NA,NA,NA,12.66,11.69,NA,9.776,9.268,9.095,NA,NA,NA,NA,NA,156.363017,-5.428696
S9/tess2019058134432-s0009-0000000001748832-0139-s_lc_GLST.Robj,sig2,3.59338190758404,-8.7709790519889,0.193231198432223,-0.0167807577400268,9.4785266293966,1737.60696842728,5.1373996829324,TIC1748832,0.070512,TYC 4911-1208-1,156.3629975896,-5.4286927987,0,0,90,2,10 25 27.11942,-05 25 43.2941,PM*,*  |*  |IR |PM*,21.82,NA,,NA,11.5587,-61.05,12.41,NA,NA,NA,12.66,11.69,NA,9.776,9.268,9.095,NA,NA,NA,NA,NA,156.363017,-5.428696
S9/tess2019058134432-s0009-0000000001748832-0139-s_lc_GLST.Robj,sig3,-4.66118888203741,-2.00214657213618,0.209470556672049,0.00784310972830272,5.07299445006062,518.420731566022,3.35650039950097,TIC1748832,0.070512,TYC 4911-1208-1,156.3629975896,-5.4286927987,0,0,90,2,10 25 27.11942,-05 25 43.2941,PM*,*  |*  |IR |PM*,21.82,NA,,NA,11.5587,-61.05,12.41,NA,NA,NA,12.66,11.69,NA,9.776,9.268,9.095,NA,NA,NA,NA,NA,156.363017,-5.428696
S9/tess2019058134432-s0009-0000000002968093-0139-s_lc_GLST.Robj,sig1,-7.6804955126318,1.69484300639789,-1.75484515204854,0.109666219836806,7.86527203190666,476.437182530805,6.0781281539291,TIC2968093,0.078347,CPD-40  3274,138.266007985,-41.4567115722,0,0,90,3,09 13 03.84192,-41 27 24.1617,PM*,PM*|** |IR |*,56.06,NA,,NA,11.0255,-137.16,125.19,NA,NA,NA,11.63,10.65,NA,9.205,8.764,8.686,NA,NA,NA,NA,NA,138.266018,-41.456732
S9/tess2019058134432-s0009-0000000002968093-0139-s_lc_GLST.Robj,sig2,-2.261124371249,3.2819104148006,-0.705112232063092,-0.0214411100485606,3.98542587348364,99.0534538340651,16.4909908740339,TIC2968093,0.078347,CPD-40  3274,138.266007985,-41.4567115722,0,0,90,3,09 13 03.84192,-41 27 24.1617,PM*,PM*|** |IR |*,56.06,NA,,NA,11.0255,-137.16,125.19,NA,NA,NA,11.63,10.65,NA,9.205,8.764,8.686,NA,NA,NA,NA,NA,138.266018,-41.456732
S9/tess2019058134432-s0009-0000000002968093-0139-s_lc_GLST.Robj,sig3,2.55254617543139,1.0839366697523,0.0336921508903838,-0.0136168526592516,2.77315897159595,51.4202142444985,10.2297240476543,TIC2968093,0.078347,CPD-40  3274,138.266007985,-41.4567115722,0,0,90,3,09 13 03.84192,-41 27 24.1617,PM*,PM*|** |IR |*,56.06,NA,,NA,11.0255,-137.16,125.19,NA,NA,NA,11.63,10.65,NA,9.205,8.764,8.686,NA,NA,NA,NA,NA,138.266018,-41.456732
S9/tess2019058134432-s0009-0000000003127674-0139-s_lc_GLST.Robj,sig1,-0.62048666111828,14.9287757089433,-0.756856544692003,0.0434517453611656,14.9416648290798,5473.40132335374,0.554624829732143,TIC3127674,0.646695,2MASS J09141746-4134383,138.5726204943,-41.5771806762,0,0,90,6,09 14 17.42892,-41 34 37.8504,PM*,PM*|PM*|IR |PM*|PM*|*,NA,NA,,NA,82.382,-548.47,535.19,NA,NA,NA,16.33,15.01,13.69,9.983,9.423,9.12,NA,NA,NA,NA,NA,138.5728,-41.5773
S9/tess2019058134432-s0009-0000000003127674-0139-s_lc_GLST.Robj,sig2,2.31309058267613,-2.7430807786912,0.271572230950735,-0.026121222039453,3.58815833013123,295.532558328191,2.96565584562671,TIC3127674,0.646695,2MASS J09141746-4134383,138.5726204943,-41.5771806762,0,0,90,6,09 14 17.42892,-41 34 37.8504,PM*,PM*|PM*|IR |PM*|PM*|*,NA,NA,,NA,82.382,-548.47,535.19,NA,NA,NA,16.33,15.01,13.69,9.983,9.423,9.12,NA,NA,NA,NA,NA,138.5728,-41.5773
S9/tess2019058134432-s0009-0000000003127674-0139-s_lc_GLST.Robj,sig3,-0.492691292303157,-3.47573693272118,0.0328383185133315,-0.00491650453259761,3.51048314837052,294.790679660402,3.85250064396352,TIC3127674,0.646695,2MASS J09141746-4134383,138.5726204943,-41.5771806762,0,0,90,6,09 14 17.42892,-41 34 37.8504,PM*,PM*|PM*|IR |PM*|PM*|*,NA,NA,,NA,82.382,-548.47,535.19,NA,NA,NA,16.33,15.01,13.69,9.983,9.423,9.12,NA,NA,NA,NA,NA,138.5728,-41.5773
S9/tess2019058134432-s0009-0000000003296473-0139-s_lc_GLST.Robj,sig1,-187.800575468005,-25.2434049924,-17.9801094818251,1.73770309723654,189.489539663075,3512.18940317894,1.5421542500472,TIC3296473,0.150967,* k Vel,138.9378309377,-37.4131423396,0,0,90,65,09 15 45.07943,-37 24 47.3124,Star,** |UV |IR |*,12.41,NA,F3/5V,NA,20.5985,14.13,-8.11,NA,NA,NA,5.07,4.62,4.24,3.87,3.59,3.57,NA,NA,NA,NA,NA,138.937882,-37.413153
S9/tess2019058134432-s0009-0000000003296473-0139-s_lc_GLST.Robj,sig2,-155.761097445726,-10.1570335183764,-0.468941793148972,0.0149220582849698,156.091911409241,2381.08438430877,0.59984591329915,TIC3296473,0.150967,* k Vel,138.9378309377,-37.4131423396,0,0,90,65,09 15 45.07943,-37 24 47.3124,Star,** |UV |IR |*,12.41,NA,F3/5V,NA,20.5985,14.13,-8.11,NA,NA,NA,5.07,4.62,4.24,3.87,3.59,3.57,NA,NA,NA,NA,NA,138.937882,-37.413153
S9/tess2019058134432-s0009-0000000003296473-0139-s_lc_GLST.Robj,sig3,-157.355755352869,-16.6422555958113,-1.77046365770818,0.4396371991173,158.23336694259,2397.07556657291,2.5862038281333,TIC3296473,0.150967,* k Vel,138.9378309377,-37.4131423396,0,0,90,65,09 15 45.07943,-37 24 47.3124,Star,** |UV |IR |*,12.41,NA,F3/5V,NA,20.5985,14.13,-8.11,NA,NA,NA,5.07,4.62,4.24,3.87,3.59,3.57,NA,NA,NA,NA,NA,138.937882,-37.413153
S9/tess2019058134432-s0009-0000000003298844-0139-s_lc_GLST.Robj,sig1,-44.8746053551193,635.640837175104,-32.7238640334876,1.91079184664487,637.222884154708,33200.4063143948,2.1227712984298,TIC3298844,0.207588,* l Vel,138.9029505317,-38.5699417593,0,0,90,34,09 15 36.70813,-38 34 11.7903,PM*,IR |*  |PM*,1.62,NA,K1III,NA,14.3202,-70.78,-10.08,NA,NA,NA,6.05,4.94,4.15,3.091,2.595,2.457,NA,NA,NA,NA,NA,138.903022,-38.569956
S9/tess2019058134432-s0009-0000000003298844-0139-s_lc_GLST.Robj,sig2,-43.0041318677575,-573.043762037284,10.9765373330796,-0.256234026323441,574.655121414178,27033.7154987636,0.715663155370275,TIC3298844,0.207588,* l Vel,138.9029505317,-38.5699417593,0,0,90,34,09 15 36.70813,-38 34 11.7903,PM*,IR |*  |PM*,1.62,NA,K1III,NA,14.3202,-70.78,-10.08,NA,NA,NA,6.05,4.94,4.15,3.091,2.595,2.457,NA,NA,NA,NA,NA,138.903022,-38.569956
S9/tess2019058134432-s0009-0000000003298844-0139-s_lc_GLST.Robj,sig3,-470.193301089448,204.728572694237,-1.97494166537906,0.493533285478132,512.830896950263,21440.396924426,0.680165489043616,TIC3298844,0.207588,* l Vel,138.9029505317,-38.5699417593,0,0,90,34,09 15 36.70813,-38 34 11.7903,PM*,IR |*  |PM*,1.62,NA,K1III,NA,14.3202,-70.78,-10.08,NA,NA,NA,6.05,4.94,4.15,3.091,2.595,2.457,NA,NA,NA,NA,NA,138.903022,-38.569956
S9/tess2019058134432-s0009-0000000003523858-0139-s_lc_GLST.Robj,sig1,-0.370946173838611,-1.66807122575074,0.518352417485159,-0.0335450910050167,1.70881908874611,63.1059255848623,6.50722143039643,TIC3523858,0.135089,SCR J0917-3849,139.3067095102,-38.826536786,0,0,90,4,09 17 13.61028,-38 49 35.5324,PM*,IR |PM*|PM*|PM*|*,NA,NA,,NA,20.3928,-25.4,507.02,NA,NA,NA,21.4,NA,14.8,11.556,11.123,10.79,NA,NA,NA,NA,NA,139.3067,-38.8265
S9/tess2019058134432-s0009-0000000003523858-0139-s_lc_GLST.Robj,sig2,0.748691161232026,-0.868576932770337,0.249468512275551,0.00626706473425881,1.14671894684255,10.7949233957872,14.3362303123214,TIC3523858,0.135089,SCR J0917-3849,139.3067095102,-38.826536786,0,0,90,4,09 17 13.61028,-38 49 35.5324,PM*,IR |PM*|PM*|PM*|*,NA,NA,,NA,20.3928,-25.4,507.02,NA,NA,NA,21.4,NA,14.8,11.556,11.123,10.79,NA,NA,NA,NA,NA,139.3067,-38.8265
S9/tess2019058134432-s0009-0000000003523858-0139-s_lc_GLST.Robj,sig3,0.638365258585726,-0.0163038741912851,0.0499051804562933,-0.00198807591909685,0.638573425443673,-0.862759432028902,3.9790152652848,TIC3523858,0.135089,SCR J0917-3849,139.3067095102,-38.826536786,0,0,90,4,09 17 13.61028,-38 49 35.5324,PM*,IR |PM*|PM*|PM*|*,NA,NA,,NA,20.3928,-25.4,507.02,NA,NA,NA,21.4,NA,14.8,11.556,11.123,10.79,NA,NA,NA,NA,NA,139.3067,-38.8265
S9/tess2019058134432-s0009-0000000003585136-0139-s_lc_GLST.Robj,sig1,2566.73305112538,-521.460456620602,836.950386220741,-67.0657947300958,2619.16772344926,5434252.22464456,7.01681449324524,TIC3585136,0.07881,HD  80332,139.4847274321,-37.3978879366,0,0,90,21,09 17 56.33458,-37 23 52.3966,PM*,*  |X  |IR |PM*,25,8.3e-05,G3III/IV,NA,14.4241,-146.31,40.82,NA,NA,NA,7.72,7.06,NA,5.898,5.622,5.496,NA,NA,NA,NA,NA,139.484743,-37.397906
