file,ID,angDist,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,main_type,other_types,radvel,redshift,sp_type,morph_type,plx,pmra,pmdec,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,RA,DEC,signal,A,B,gamma,gammadot,K,lnBFmax,Popt
S7/tess2019006130736-s0007-0000000006274566-0131-s_lc.dat,TIC6274566,2.239134,WISEA J081121.09-220127.2,122.8374723714,-22.0234365044,0,0,90,1,08 11 20.99337,-22 01 24.3714,PM*,IR |PM*|IR,NA,NA,,NA,29.2619,129.87,-272.13,NA,NA,NA,NA,NA,NA,11.898,11.241,10.91,NA,NA,NA,NA,NA,122.838142154421,-22.0234,sig2,39.2166748045251,-21.5407303982368,4.26625790542255,-0.271526768859689,44.7431631516301,7449.93347298251,7.23196337301302
S7/tess2019006130736-s0007-0000000006274566-0131-s_lc.dat,TIC6274566,2.239134,WISEA J081121.09-220127.2,122.8374723714,-22.0234365044,0,0,90,1,08 11 20.99337,-22 01 24.3714,PM*,IR |PM*|IR,NA,NA,,NA,29.2619,129.87,-272.13,NA,NA,NA,NA,NA,NA,11.898,11.241,10.91,NA,NA,NA,NA,NA,122.838142154421,-22.0234,sig3,414.251732644305,-880.91850153195,-384.958334620968,54.5482809927402,973.458732736065,5852.04060338274,100
S7/tess2019006130736-s0007-0000000006358899-0131-s_lc.dat,TIC6358899,0.655022,HD  57496,110.5023289834,14.6398822063,0,0,90,6,07 22 00.55896,+14 38 23.5759,PM*,*  |IR |PM*,25.8,NA,K0,NA,13.4,-41.76,-53.91,NA,NA,NA,9.26,8.62,NA,7.479,7.216,7.159,NA,NA,NA,NA,NA,110.502147366832,14.639835,sig1,29.7347290761897,25.9693535033812,-9.90322351494795,0.727260523455064,39.4786199685092,6534.97286381589,4.97185387267304
S7/tess2019006130736-s0007-0000000006358899-0131-s_lc.dat,TIC6358899,0.655022,HD  57496,110.5023289834,14.6398822063,0,0,90,6,07 22 00.55896,+14 38 23.5759,PM*,*  |IR |PM*,25.8,NA,K0,NA,13.4,-41.76,-53.91,NA,NA,NA,9.26,8.62,NA,7.479,7.216,7.159,NA,NA,NA,NA,NA,110.502147366832,14.639835,sig2,-9.30383908839055,26.2494408743581,-6.38473564303562,-0.123758456262789,27.8494985232963,2493.15886126111,16.1009376880235
S7/tess2019006130736-s0007-0000000006358899-0131-s_lc.dat,TIC6358899,0.655022,HD  57496,110.5023289834,14.6398822063,0,0,90,6,07 22 00.55896,+14 38 23.5759,PM*,*  |IR |PM*,25.8,NA,K0,NA,13.4,-41.76,-53.91,NA,NA,NA,9.26,8.62,NA,7.479,7.216,7.159,NA,NA,NA,NA,NA,110.502147366832,14.639835,sig3,17.0705765643567,-1.96143503892609,1.6926360991591,-0.119112010247564,17.1828929942397,1226.27292589974,3.93912515734599
S7/tess2019006130736-s0007-0000000006368173-0131-s_lc.dat,TIC6368173,0.866429,LP  422-32,110.9856716898,14.7508405259,0,0,90,2,07 23 56.56121,+14 45 03.0259,PM*,IR |*  |PM*,NA,NA,,NA,27.8761,-47.62,-220.26,NA,NA,NA,18.9,NA,16.7,12.413,11.891,11.569,NA,NA,NA,NA,NA,110.985426366303,14.7508,sig1,5.19094236554051,-1.26348362269889,-1.46023018385129,0.145166425772719,5.34249693562772,60.6046409065987,3.10957468114313
S7/tess2019006130736-s0007-0000000006368173-0131-s_lc.dat,TIC6368173,0.866429,LP  422-32,110.9856716898,14.7508405259,0,0,90,2,07 23 56.56121,+14 45 03.0259,PM*,IR |*  |PM*,NA,NA,,NA,27.8761,-47.62,-220.26,NA,NA,NA,18.9,NA,16.7,12.413,11.891,11.569,NA,NA,NA,NA,NA,110.985426366303,14.7508,sig2,-1.3450293279029,-3.99750565453379,0.318050540419956,-0.027481892480301,4.21771921196143,34.3230847639657,2.77793240320101
S7/tess2019006130736-s0007-0000000006368173-0131-s_lc.dat,TIC6368173,0.866429,LP  422-32,110.9856716898,14.7508405259,0,0,90,2,07 23 56.56121,+14 45 03.0259,PM*,IR |*  |PM*,NA,NA,,NA,27.8761,-47.62,-220.26,NA,NA,NA,18.9,NA,16.7,12.413,11.891,11.569,NA,NA,NA,NA,NA,110.985426366303,14.7508,sig3,-3.42335446797301,-0.676771853714433,0.0869454062746637,-0.00979903687145895,3.48960971390366,19.8744426745554,1.6511435036139
S7/tess2019006130736-s0007-0000000006433811-0131-s_lc.dat,TIC6433811,2.360721,LP  482-33,111.6234883574,14.1924227514,0,0,90,6,07 26 29.63721,+14 11 32.7219,PM*,IR |*  |PM*|PM*,NA,NA,,NA,21.8969,127.05,-206.47,NA,NA,NA,15.9,NA,14,10.503,9.962,9.658,NA,NA,NA,NA,NA,111.624164351251,14.1924,sig1,-2183.48159294897,2389.69247664937,245.372059287972,-33.3279332942774,3237.00818653607,2096380.38355221,9.36342187089434
S7/tess2019006130736-s0007-0000000006433811-0131-s_lc.dat,TIC6433811,2.360721,LP  482-33,111.6234883574,14.1924227514,0,0,90,6,07 26 29.63721,+14 11 32.7219,PM*,IR |*  |PM*|PM*,NA,NA,,NA,21.8969,127.05,-206.47,NA,NA,NA,15.9,NA,14,10.503,9.962,9.658,NA,NA,NA,NA,NA,111.624164351251,14.1924,sig2,-1133.63062148302,1135.74408596579,-300.569169962274,24.1021967161944,1604.69094057711,548450.818487581,5.85622133382202
